iteration,latency_ns,round_trip_us
0,654,3945.3
1,654,3959.6
2,654,3957.5
3,654,3503.1
4,654,3722.6
5,654,4144.3
6,654,3800.6
7,654,4186.9
8,654,4137.0
9,654,3924.8
10,654,3922.4
11,654,3862.9
12,654,3912.8
13,654,4174.2
14,654,4022.7
15,654,3745.0
16,654,3957.8
17,654,4182.0
18,654,3923.7
19,654,4162.9
20,654,3755.2
21,654,4269.1
22,654,3672.9
23,654,4240.8
24,654,4021.7
25,654,3808.2
26,654,4023.6
27,654,4145.8
28,654,3987.9
29,654,3743.5
30,654,3988.5
31,654,4287.8
32,654,3658.5
33,654,4048.4
34,654,3966.5
35,654,3966.9
36,654,4220.5
37,654,3731.6
38,654,4006.6
39,654,4302.7
40,654,4989.2
41,654,3952.6
42,654,3844.9
43,654,4156.9
44,654,3917.6
45,654,3866.7
46,654,4201.6
47,654,3818.8
48,654,4145.6
49,654,3780.8
50,654,4217.5
51,654,3682.5
52,654,3991.5
53,654,3963.7
54,654,4127.1
55,654,4181.3
56,654,3780.1
57,654,4186.9
58,654,3702.5
59,654,4232.2
60,654,3726.6
61,654,3923.5
62,654,3233.0
63,654,3810.1
64,654,4036.1
65,654,3987.0
66,654,3915.7
67,654,3190.1
68,654,3837.9
69,654,4037.6
70,654,3992.3
71,654,3929.7
72,654,3227.0
73,654,3876.0
74,654,3902.3
75,654,3918.6
76,654,3181.7
77,654,3869.8
78,654,3162.9
79,654,3916.0
80,654,3889.1
81,654,4150.3
82,654,3958.4
83,654,3912.1
84,654,4057.8
85,654,3932.8
86,654,3967.7
87,654,3498.0
88,654,3646.1
89,654,4220.6
90,654,3776.6
91,654,4185.8
92,654,3894.7
93,654,3746.0
94,654,3993.0
95,654,4097.2
96,654,4231.7
97,654,4028.3
98,654,4006.7
99,654,3821.1
100,654,3799.6
101,654,3994.7
102,654,3905.3
103,654,3241.0
104,654,4150.3
105,654,3754.4
106,654,4228.0
107,654,3760.1
108,654,3964.8
109,654,3892.7
110,654,4058.9
111,654,3971.2
112,654,4000.2
113,654,3985.0
114,654,3982.5
115,654,4112.5
116,654,4330.7
117,654,3773.2
118,654,4045.8
119,654,3784.5
120,654,4034.1
121,654,4198.3
122,654,3764.5
123,654,4202.9
124,654,4168.0
125,654,3939.4
126,654,3630.2
127,654,3992.9
128,654,4284.0
129,654,3657.8
130,654,4345.0
131,654,3642.1
132,654,4033.4
133,654,3957.2
134,654,3911.1
135,654,4053.2
136,654,4019.1
137,654,4179.9
138,654,3803.3
139,654,3902.5
140,654,3111.4
141,654,3862.1
142,654,3232.5
143,654,3872.9
144,654,3910.2
145,654,3971.8
146,654,3220.5
147,654,4017.5
148,654,3850.4
149,654,3923.5
150,654,3942.0
151,654,3514.7
152,654,3899.2
153,654,4025.0
154,654,3757.1
155,654,3814.7
156,654,3991.6
157,654,4337.5
158,654,4033.5
159,654,3975.0
160,654,4094.3
161,654,3775.5
162,654,4108.2
163,654,4175.2
164,654,3532.9
165,654,3890.4
166,654,4272.6
167,654,4078.3
168,654,3666.0
169,654,4227.3
170,654,4090.3
171,654,4051.7
172,654,3955.6
173,654,4017.1
174,654,3603.7
175,654,3908.3
176,654,3182.4
177,654,3964.8
178,654,4213.7
179,654,3809.7
180,654,4196.6
181,654,3742.8
182,654,4140.0
183,654,4104.0
184,654,3812.5
185,654,3946.2
186,654,3971.0
187,654,4179.5
188,654,3708.6
189,654,3885.1
190,654,3536.4
191,654,3722.3
192,654,3860.7
193,654,4003.7
194,654,4306.8
195,654,3737.9
196,654,4212.6
197,654,3655.2
198,654,4126.5
199,654,3866.5
200,654,3911.4
201,654,3148.9
202,654,3865.9
203,654,3113.6
204,654,3974.8
205,654,3881.9
206,654,3160.7
207,654,3897.6
208,654,3878.3
209,654,3144.9
210,654,3855.7
211,654,3187.1
212,654,3834.7
213,654,3156.4
214,654,3950.1
215,654,3869.4
216,654,3171.1
217,654,3802.7
218,654,3114.8
219,654,3895.1
220,654,3175.1
221,654,3830.1
222,654,3101.2
223,654,3889.6
224,654,3946.2
225,654,3332.7
226,654,3738.0
227,654,3941.1
228,654,3147.1
229,654,3916.6
230,654,3936.1
231,654,3973.9
232,654,4301.3
233,654,3743.3
234,654,3912.4
235,654,3165.8
236,654,3885.4
237,654,3904.2
238,654,3231.6
239,654,3799.8
240,654,3311.2
241,654,3758.9
242,654,3940.4
243,654,3906.9
244,654,3192.6
245,654,3957.5
246,654,3896.4
247,654,3983.8
248,654,3181.4
249,654,3859.5
250,654,3966.7
251,654,3984.5
252,654,3979.9
253,654,3200.0
254,654,3852.7
255,654,3947.1
256,654,3994.9
257,654,3991.8
258,654,3942.9
259,654,3180.4
260,654,3818.1
261,654,3225.2
262,654,3777.5
263,654,3491.9
264,654,3756.6
265,654,3873.9
266,654,4293.4
267,654,3609.5
268,654,3950.0
269,654,4277.3
270,654,3795.6
271,654,3985.3
272,654,3870.8
273,654,3176.2
274,654,3812.1
275,654,3138.0
276,654,3953.7
277,654,3980.8
278,654,3903.1
279,654,3226.4
280,654,3880.0
281,654,3987.2
282,654,3891.4
283,654,3158.2
284,654,3829.4
285,654,3111.9
286,654,3986.4
287,654,3875.2
